PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_SCORE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%)
144211866,7212,0,inactive,inactive,,0
144207099,7214,0,inactive,inactive,,0
144207240,7216,0,inactive,inactive,,0
144211532,7219,0,inactive,inactive,,0
144208699,7220,0,inactive,inactive,,0
144209051,7222,0,inactive,inactive,,0
144208093,7230,0,inactive,inactive,,0
144213595,7231,0,inactive,inactive,,0
144205274,7232,0,inactive,inactive,,0
144207577,7236,0,inactive,inactive,,0
144207856,7237,0,inactive,inactive,,0
144208449,7238,0,inactive,inactive,,0
144204581,7239,0,inactive,inactive,,0
144208000,7240,0,inactive,inactive,,0
144208454,7242,0,inactive,inactive,,0
144208608,7245,0,inactive,inactive,,0
144207716,7247,0,inactive,inactive,,0
144207256,7248,0,inactive,inactive,,0
144208721,7249,0,inactive,inactive,,0
144207578,7250,0,inactive,inactive,,0
144211174,7251,0,inactive,inactive,,0
144207704,7253,0,inactive,inactive,,0
144212440,7254,0,inactive,inactive,,0
144209069,7255,0,inactive,inactive,,0
144209313,7257,0,inactive,inactive,,0
144207873,7258,0,inactive,inactive,,0
144208223,7259,0,inactive,inactive,,0
144207273,7260,0,inactive,inactive,,0
144208609,7261,0,inactive,inactive,,0
144207579,7262,0,inactive,inactive,,0
144210182,7263,0,inactive,inactive,,0
144207890,7264,0,inactive,inactive,,0
144208245,7265,0,inactive,inactive,,0
144208473,7267,0,inactive,inactive,,0
144212426,7268,0,inactive,inactive,,0
144209118,7269,0,inactive,inactive,,0
144208905,7270,0,inactive,inactive,,0
144204651,7271,0,inactive,inactive,,0
144212481,7272,0,inactive,inactive,,0
144213261,7274,0,inactive,inactive,,0
144212531,7275,0,inactive,inactive,,0
144209310,7276,0,inactive,inactive,,0
144207580,7280,0,inactive,inactive,,0
144207907,7281,0,inactive,inactive,,0
144208440,7284,0,inactive,inactive,,0
144209221,7285,0,inactive,inactive,,0
144207875,7288,0,inactive,inactive,,0
144209088,7289,0,inactive,inactive,,0
144209460,7290,0,inactive,inactive,,0
144205829,7291,0,inactive,inactive,,0
144208904,7292,0,inactive,inactive,,0
144207992,7293,0,inactive,inactive,,0
144208198,7294,0,inactive,inactive,,0
144210080,7296,0,inactive,inactive,,0
144207307,7298,0,inactive,inactive,,0
144207581,7301,0,inactive,inactive,,0
144207688,7302,0,inactive,inactive,,0
144208273,7303,0,inactive,inactive,,0
144212186,7313,0,inactive,inactive,,0
144206904,7314,0,inactive,inactive,,0
144205497,7315,0,inactive,inactive,,0
144208267,7319,0,inactive,inactive,,0
144208750,7327,0,inactive,inactive,,0
144211477,7328,0,inactive,inactive,,0
144207941,7331,0,inactive,inactive,,0
144207910,7333,0,inactive,inactive,,0
144208926,7335,0,inactive,inactive,,0
144212445,7337,0,inactive,inactive,,0
144204689,7338,0,inactive,inactive,,0
144209459,7340,0,inactive,inactive,,0
144208133,7341,0,inactive,inactive,,0
144208008,7343,0,inactive,inactive,,0
144208087,7344,0,inactive,inactive,,0
144208200,7346,0,inactive,inactive,,0
144208752,7347,44,active agonist,active agonist,0.796235,20.2113
144211669,7348,0,inactive,inactive,,0
144208771,7351,0,inactive,inactive,,0
144208766,7352,0,inactive,inactive,,0
144207359,7354,0,inactive,inactive,,0
144209112,7355,0,inactive,inactive,,0
144211243,7358,0,inactive,inactive,,0
144210081,7359,0,inactive,inactive,,0
144208522,7360,0,inactive,inactive,,0
144209300,7361,0,inactive,inactive,,0
144204665,7362,0,inactive,inactive,,0
144210858,7366,0,inactive,inactive,,0
144208488,7367,0,inactive,inactive,,0
144208152,7368,0,inactive,inactive,,0
144207341,7369,0,inactive,inactive,,0
144209158,7371,0,inactive,inactive,,0
144207583,7374,0,inactive,inactive,,0
144209107,7375,0,inactive,inactive,,0
144210187,7381,0,inactive,inactive,,0
144208242,7385,0,inactive,inactive,,0
144207958,7386,0,inactive,inactive,,0
144204755,7389,0,inactive,inactive,,0
144209527,7390,0,inactive,inactive,,0
144208713,7391,0,inactive,inactive,,0
144212349,7392,0,inactive,inactive,,0
144205170,7393,0,inactive,inactive,,0
144208643,7394,0,inactive,inactive,,0
144209065,7395,0,inactive,inactive,,0
144212389,7400,0,inactive,inactive,,0
144205918,7402,0,inactive,inactive,,0
144211654,7403,0,inactive,inactive,,0
144205489,7405,0,inactive,inactive,,0
144209701,7406,0,inactive,inactive,,0
144207357,7407,0,inactive,inactive,,0
144207703,7409,0,inactive,inactive,,0
144209620,7410,0,inactive,inactive,,0
144208511,7411,0,inactive,inactive,,0
144207629,7412,0,inactive,inactive,,0
144208558,7415,0,inactive,inactive,,0
144204678,7416,0,inactive,inactive,,0
144208789,7418,0,inactive,inactive,,0
144207725,7420,0,inactive,inactive,,0
144209125,7421,0,inactive,inactive,,0
144209633,7422,0,inactive,inactive,,0
144207584,7423,0,inactive,inactive,,0
144207974,7426,0,inactive,inactive,,0
144209539,7430,0,inactive,inactive,,0
144206663,7436,0,inactive,inactive,,0
144207373,7438,0,inactive,inactive,,0
144212864,7439,0,inactive,inactive,,0
144210705,7440,0,inactive,inactive,,0
144207585,7441,0,inactive,inactive,,0
144208811,7443,0,inactive,inactive,,0
144209143,7444,0,inactive,inactive,,0
144208834,7447,0,inactive,inactive,,0
144210153,7449,0,inactive,inactive,,0
144208516,7450,0,inactive,inactive,,0
144208794,7451,0,inactive,inactive,,0
144204670,7452,0,inactive,inactive,,0
144207614,7453,0,inactive,inactive,,0
144209589,7455,0,inactive,inactive,,0
144205169,7456,0,inactive,inactive,,0
144212867,7460,0,inactive,inactive,,0
144211280,7461,0,inactive,inactive,,0
144211443,7462,0,inactive,inactive,,0
144209130,7463,0,inactive,inactive,,0
144211640,7465,0,inactive,inactive,,0
144207426,7469,0,inactive,inactive,,0
144208289,7470,0,inactive,inactive,,0
144208568,7471,0,inactive,inactive,,0
144208662,7473,0,inactive,inactive,,0
144209489,7474,0,inactive,inactive,,0
144213992,7475,0,inactive,inactive,,0
144211004,7476,0,inactive,inactive,,0
144211024,7479,0,inactive,inactive,,0
144207770,7482,0,inactive,inactive,,0
144208578,7486,0,inactive,inactive,,0
144207463,7487,0,inactive,inactive,,0
144209097,7488,0,inactive,inactive,,0
144208857,7489,0,inactive,inactive,,0
144207815,7490,0,inactive,inactive,,0
144207483,7494,0,inactive,inactive,,0
144208661,7497,0,inactive,inactive,,0
144207216,7498,0,inactive,inactive,,0
144207586,7499,0,inactive,inactive,,0
144208262,7500,0,inactive,inactive,,0
144206796,7501,0,inactive,inactive,,0
144207464,7503,0,inactive,inactive,,0
144211250,7504,0,inactive,inactive,,0
144209180,7505,0,inactive,inactive,,0
144211058,7506,0,inactive,inactive,,0
144208257,7508,0,inactive,inactive,,0
144207327,7509,0,inactive,inactive,,0
144206998,7510,0,inactive,inactive,,0
144207496,7515,0,inactive,inactive,,0
144209175,7516,0,inactive,inactive,,0
144209341,7517,0,inactive,inactive,,0
144209925,7518,0,inactive,inactive,,0
144207233,7521,0,inactive,inactive,,0
144208541,7522,0,inactive,inactive,,0
144208301,7525,0,inactive,inactive,,0
144207465,7526,0,inactive,inactive,,0
144207384,7529,0,inactive,inactive,,0
144212850,7531,0,inactive,inactive,,0
144205838,7533,0,inactive,inactive,,0
144209232,7540,0,inactive,inactive,,0
144211498,7541,0,inactive,inactive,,0
144210993,7542,0,inactive,inactive,,0
144207849,7543,0,inactive,inactive,,0
144207506,7546,0,inactive,inactive,,0
144204818,7550,40,active agonist,active agonist,,17.9789
144211054,7555,0,inactive,inactive,,0
144206628,7558,0,inactive,inactive,,0
144211109,7559,0,inactive,inactive,,0
144211219,7560,0,inactive,inactive,,0
144208207,7563,0,inactive,inactive,,0
144210347,7564,0,inactive,inactive,,0
144208467,7565,0,inactive,inactive,,0
144208587,7567,0,inactive,inactive,,0
144207630,7568,0,inactive,inactive,,0
144207466,7570,0,inactive,inactive,,0
144210093,7571,0,inactive,inactive,,0
144205456,7572,0,inactive,inactive,,0
144204720,7573,0,inactive,inactive,,0
144208921,7577,0,inactive,inactive,,0
144209233,7579,0,inactive,inactive,,0
144211464,7580,0,inactive,inactive,,0
144204595,7582,0,inactive,inactive,,0
144209475,7583,0,inactive,inactive,,0
144209499,7585,0,inactive,inactive,,0
144207866,7586,0,inactive,inactive,,0
144211127,7590,0,inactive,inactive,,0
144208603,7592,0,inactive,inactive,,0
144204549,7594,0,inactive,inactive,,0
144207266,7595,0,inactive,inactive,,0
144207348,7597,0,inactive,inactive,,0
144211006,7601,0,inactive,inactive,,0
144208845,7603,0,inactive,inactive,,0
144208079,7604,0,inactive,inactive,,0
144208638,7610,0,inactive,inactive,,0
144209712,7611,0,inactive,inactive,,0
144212451,7612,0,inactive,inactive,,0
144205655,7615,0,inactive,inactive,,0
144210987,7617,0,inactive,inactive,,0
144206717,7618,0,inactive,inactive,,0
144204527,7619,0,inactive,inactive,,0
144211130,7620,0,inactive,inactive,,0
144207900,7621,0,inactive,inactive,,0
144207621,7622,0,inactive,inactive,,0
144210981,7624,0,inactive,inactive,,0
144210994,7626,20,active antagonist,active antagonist,,-14.1545
144204555,7628,0,inactive,inactive,,0
144212948,7632,0,inactive,inactive,,0
144209190,7635,0,inactive,inactive,,0
144209251,7636,0,inactive,inactive,,0
144203947,7638,0,inactive,inactive,,0
144209429,7641,0,inactive,inactive,,0
144208751,7642,0,inactive,inactive,,0
144211137,7647,0,inactive,inactive,,0
144208973,7648,0,inactive,inactive,,0
144212955,7649,0,inactive,inactive,,0
144211208,7650,0,inactive,inactive,,0
144212821,7651,0,inactive,inactive,,0
144205882,7652,0,inactive,inactive,,0
144211344,7654,0,inactive,inactive,,0
144211439,7655,0,inactive,inactive,,0
144211406,7656,0,inactive,inactive,,0
144208101,7657,0,inactive,inactive,,0
144212924,7658,0,inactive,inactive,,0
144212950,7659,0,inactive,inactive,,0
144211360,7660,0,inactive,inactive,,0
144213019,7663,0,inactive,inactive,,0
144207300,7666,0,inactive,inactive,,0
144210884,7668,0,inactive,inactive,,0
144208964,7670,0,inactive,inactive,,0
144207469,7671,0,inactive,inactive,,0
144208326,7673,0,inactive,inactive,,0
144211253,7675,0,inactive,inactive,,0
144213198,7677,0,inactive,inactive,,0
144207917,7681,0,inactive,inactive,,0
144211308,7693,0,inactive,inactive,,0
144213756,7694,0,inactive,inactive,,0
144211433,7695,0,inactive,inactive,,0
144207103,7697,0,inactive,inactive,,0
144203949,7699,0,inactive,inactive,,0
144211486,7702,0,inactive,inactive,,0
144209199,7703,0,inactive,inactive,,0
144212886,7704,0,inactive,inactive,,0
144210829,7705,0,inactive,inactive,,0
144212811,7707,0,inactive,inactive,,0
144211356,7710,0,inactive,inactive,,0
144208597,7713,0,inactive,inactive,,0
144210383,7714,0,inactive,inactive,,0
144207934,7719,0,inactive,inactive,,0
144209269,7720,0,inactive,inactive,,0
144208145,7724,0,inactive,inactive,,0
144207334,7726,0,inactive,inactive,,0
144208952,7729,0,inactive,inactive,,0
144208279,7731,0,inactive,inactive,,0
144209635,7732,0,inactive,inactive,,0
144207344,7734,0,inactive,inactive,,0
144207631,7735,0,inactive,inactive,,0
144207471,7737,0,inactive,inactive,,0
144211432,7738,0,inactive,inactive,,0
144212993,7742,0,inactive,inactive,,0
144207951,7745,0,inactive,inactive,,0
144208136,7747,0,inactive,inactive,,0
144207350,7748,0,inactive,inactive,,0
144211398,7749,0,inactive,inactive,,0
144208251,7751,0,inactive,inactive,,0
144211517,7756,0,inactive,inactive,,0
144207360,7757,0,inactive,inactive,,0
144208560,7761,0,inactive,inactive,,0
144210385,7762,0,inactive,inactive,,0
144207632,7764,0,inactive,inactive,,0
144204629,7765,0,inactive,inactive,,0
144207967,7766,0,inactive,inactive,,0
144208397,7767,0,inactive,inactive,,0
144209400,7768,0,inactive,inactive,,0
144208985,7771,0,inactive,inactive,,0
144211348,7778,0,inactive,inactive,,0
144210486,7784,0,inactive,inactive,,0
144208690,7789,0,inactive,inactive,,0
144211485,7790,0,inactive,inactive,,0
144207983,7791,0,inactive,inactive,,0
144211278,7792,0,inactive,inactive,,0
144211028,7793,0,inactive,inactive,,0
144211512,7794,0,inactive,inactive,,0
144210702,7795,0,inactive,inactive,,0
144210700,7797,0,inactive,inactive,,0
144208284,7798,0,inactive,inactive,,0
144211284,7800,0,inactive,inactive,,0
144211424,7803,0,inactive,inactive,,0
144208486,7804,0,inactive,inactive,,0
144208167,7805,0,inactive,inactive,,0
144209657,7807,0,inactive,inactive,,0
144208311,7809,0,inactive,inactive,,0
144208606,7810,0,inactive,inactive,,0
144213919,7811,0,inactive,inactive,,0
144213991,7812,0,inactive,inactive,,0
144209340,7813,0,inactive,inactive,,0
144205168,7814,0,inactive,inactive,,0
144207382,7819,0,inactive,inactive,,0
144209387,7820,0,inactive,inactive,,0
144211316,7823,0,inactive,inactive,,0
144211522,7825,0,inactive,inactive,,0
144211354,7828,0,inactive,inactive,,0
144207376,7829,0,inactive,inactive,,0
144208703,7833,0,inactive,inactive,,0
144207405,7834,0,inactive,inactive,,0
144204718,7835,0,inactive,inactive,,0
144208692,7837,0,inactive,inactive,,0
144207587,7838,0,inactive,inactive,,0
144208625,7839,0,inactive,inactive,,0
144207817,7840,0,inactive,inactive,,0
144207999,7841,0,inactive,inactive,,0
144208182,7847,0,inactive,inactive,,0
144208924,7849,0,inactive,inactive,,0
144208022,7850,0,inactive,inactive,,0
144208333,7854,0,inactive,inactive,,0
144209274,7855,0,inactive,inactive,,0
144208155,7856,0,inactive,inactive,,0
144207398,7858,0,inactive,inactive,,0
144208174,7859,0,inactive,inactive,,0
144204656,7860,0,inactive,inactive,,0
144208773,7864,0,inactive,inactive,,0
144211279,7865,0,inactive,inactive,,0
144207633,7868,0,inactive,inactive,,0
144207993,7869,0,inactive,inactive,,0
144209173,7870,0,inactive,inactive,,0
144211489,7873,0,inactive,inactive,,0
144211409,7877,0,inactive,inactive,,0
144211503,7881,0,inactive,inactive,,0
144211190,7884,0,inactive,inactive,,0
144206234,7888,0,inactive,inactive,,0
144207668,7892,0,inactive,inactive,,0
144208868,7895,0,inactive,inactive,,0
144209606,7896,0,inactive,inactive,,0
144208383,7899,0,inactive,inactive,,0
144209001,7900,0,inactive,inactive,,0
144206714,7902,0,inactive,inactive,,0
144209487,7903,0,inactive,inactive,,0
144208015,7904,0,inactive,inactive,,0
144208355,7908,0,inactive,inactive,,0
144208306,7909,0,inactive,inactive,,0
144207634,7910,0,inactive,inactive,,0
144204626,7912,0,inactive,inactive,,0
144209361,7913,0,inactive,inactive,,0
144209749,7914,0,inactive,inactive,,0
144208641,7915,0,inactive,inactive,,0
144208946,7916,0,inactive,inactive,,0
144207476,7918,0,inactive,inactive,,0
144212941,7921,0,inactive,inactive,,0
144208377,7922,0,inactive,inactive,,0
144207604,7923,0,inactive,inactive,,0
144209245,7924,0,inactive,inactive,,0
144207490,7929,0,inactive,inactive,,0
144211239,7931,0,inactive,inactive,,0
144209435,7932,0,inactive,inactive,,0
144208031,7933,0,inactive,inactive,,0
144208463,7934,0,inactive,inactive,,0
144209304,7935,0,inactive,inactive,,0
144211292,7940,0,inactive,inactive,,0
144208806,7943,0,inactive,inactive,,0
144208399,7944,0,inactive,inactive,,0
144211511,7945,0,inactive,inactive,,0
144208634,7946,0,inactive,inactive,,0
144208650,7947,0,inactive,inactive,,0
144209379,7948,0,inactive,inactive,,0
144207430,7949,0,inactive,inactive,,0
144207477,7950,0,inactive,inactive,,0
144209647,7954,0,inactive,inactive,,0
144207701,7955,0,inactive,inactive,,0
144209560,7956,0,inactive,inactive,,0
144209935,7957,0,inactive,inactive,,0
144209604,7958,0,inactive,inactive,,0
144208047,7961,0,inactive,inactive,,0
144208598,7963,0,inactive,inactive,,0
144208421,7964,0,inactive,inactive,,0
144209578,7965,0,inactive,inactive,,0
144208679,7966,0,inactive,inactive,,0
144209319,7967,0,inactive,inactive,,0
144208775,7969,0,inactive,inactive,,0
144209164,7970,0,inactive,inactive,,0
144209610,7972,0,inactive,inactive,,0
144205504,7975,0,inactive,inactive,,0
144209481,7977,0,inactive,inactive,,0
144209436,7979,0,inactive,inactive,,0
144211273,7980,0,inactive,inactive,,0
144212938,7984,0,inactive,inactive,,0
144213775,7985,0,inactive,inactive,,0
144210474,7986,0,inactive,inactive,,0
144206964,7991,0,inactive,inactive,,0
144209777,7992,0,inactive,inactive,,0
144209246,7993,0,inactive,inactive,,0
144211453,7996,0,inactive,inactive,,0
144209210,7997,0,inactive,inactive,,0
144209914,8001,0,inactive,inactive,,0
144204636,8003,0,inactive,inactive,,0
144207478,8004,0,inactive,inactive,,0
144204623,8005,0,inactive,inactive,,0
144211448,8007,0,inactive,inactive,,0
144208009,8012,0,inactive,inactive,,0
144211330,8016,0,inactive,inactive,,0
144211521,8017,0,inactive,inactive,,0
144211397,8019,0,inactive,inactive,,0
144209704,8021,0,inactive,inactive,,0
144205921,8026,0,inactive,inactive,,0
144208224,8028,0,inactive,inactive,,0
144208118,8029,0,inactive,inactive,,0
144207479,8031,0,inactive,inactive,,0
144208659,8033,0,inactive,inactive,,0
144208544,8034,0,inactive,inactive,,0
144207816,8035,0,inactive,inactive,,0
144207439,8037,0,inactive,inactive,,0
144211306,8039,0,inactive,inactive,,0
144213999,8041,0,inactive,inactive,,0
144205633,8042,0,inactive,inactive,,0
144211322,8046,0,inactive,inactive,,0
144211497,8048,0,inactive,inactive,,0
144211484,8049,0,inactive,inactive,,0
144213377,8050,0,inactive,inactive,,0
144209362,8051,0,inactive,inactive,,0
144204625,8053,0,inactive,inactive,,0
144211387,8056,0,inactive,inactive,,0
144209915,8057,0,inactive,inactive,,0
144207975,8058,0,inactive,inactive,,0
144207480,8061,0,inactive,inactive,,0
144207833,8062,0,inactive,inactive,,0
144210381,8063,0,inactive,inactive,,0
144209443,8064,0,inactive,inactive,,0
144208482,8066,0,inactive,inactive,,0
144208984,8069,0,inactive,inactive,,0
144207618,8071,0,inactive,inactive,,0
144211488,8072,0,inactive,inactive,,0
144208895,8076,0,inactive,inactive,,0
144208285,8078,0,inactive,inactive,,0
144211505,8080,0,inactive,inactive,,0
144208140,8081,0,inactive,inactive,,0
144208373,8082,0,inactive,inactive,,0
144209648,8083,0,inactive,inactive,,0
144211249,8084,0,inactive,inactive,,0
144207375,8085,0,inactive,inactive,,0
144208800,8086,0,inactive,inactive,,0
144208683,8087,0,inactive,inactive,,0
144211353,8088,0,inactive,inactive,,0
144205830,8089,0,inactive,inactive,,0
144208668,8091,0,inactive,inactive,,0
144211296,8092,0,inactive,inactive,,0
144209028,8094,0,inactive,inactive,,0
144213989,8095,0,inactive,inactive,,0
144211304,8096,0,inactive,inactive,,0
144208180,8097,0,inactive,inactive,,0
144208468,8098,0,inactive,inactive,,0
144209916,8100,0,inactive,inactive,,0
144209917,8101,0,inactive,inactive,,0
144207234,8102,0,inactive,inactive,,0
144208533,8103,0,inactive,inactive,,0
144211197,8105,0,inactive,inactive,,0
144207635,8110,0,inactive,inactive,,0
144206647,8111,0,inactive,inactive,,0
144207407,8112,0,inactive,inactive,,0
144208899,8113,0,inactive,inactive,,0
144211358,8114,0,inactive,inactive,,0
144209272,8115,0,inactive,inactive,,0
144208814,8117,0,inactive,inactive,,0
144208680,8119,0,inactive,inactive,,0
144209281,8121,0,inactive,inactive,,0
144209449,8124,0,inactive,inactive,,0
144207850,8125,0,inactive,inactive,,0
144208202,8127,0,inactive,inactive,,0
144209381,8128,0,inactive,inactive,,0
144208445,8129,0,inactive,inactive,,0
144209371,8130,0,inactive,inactive,,0
144209597,8133,0,inactive,inactive,,0
144213970,8134,0,inactive,inactive,,0
144212763,8137,0,inactive,inactive,,0
144205913,8138,0,inactive,inactive,,0
144208686,8139,0,inactive,inactive,,0
144212429,8140,0,inactive,inactive,,0
144208677,8141,0,inactive,inactive,,0
144208913,8142,0,inactive,inactive,,0
144207250,8143,0,inactive,inactive,,0
144207611,8146,0,inactive,inactive,,0
144207482,8147,0,inactive,inactive,,0
144207616,8148,0,inactive,inactive,,0
144211087,8149,0,inactive,inactive,,0
144209538,8150,0,inactive,inactive,,0
144207424,8151,0,inactive,inactive,,0
144210674,8152,0,inactive,inactive,,0
144209624,8158,0,inactive,inactive,,0
144212932,8159,0,inactive,inactive,,0
144208781,8160,0,inactive,inactive,,0
144211702,8163,0,inactive,inactive,,0
144212613,8164,0,inactive,inactive,,0
144208041,8165,0,inactive,inactive,,0
144212889,8167,0,inactive,inactive,,0
144213390,8168,0,inactive,inactive,,0
144209303,8170,0,inactive,inactive,,0
144212328,8171,0,inactive,inactive,,0
144205626,8172,0,inactive,inactive,,0
144210398,8174,0,inactive,inactive,,0
144212973,8175,0,inactive,inactive,,0
144210404,8177,0,inactive,inactive,,0
144213432,8178,0,inactive,inactive,,0
144212367,8179,0,inactive,inactive,,0
144208229,8180,0,inactive,inactive,,0
144209966,8181,0,inactive,inactive,,0
144213920,8182,0,inactive,inactive,,0
144208580,8183,0,inactive,inactive,,0
144208783,8184,0,inactive,inactive,,0
144207736,8186,0,inactive,inactive,,0
144212610,8187,0,inactive,inactive,,0
144210827,8189,0,inactive,inactive,,0
144208518,8190,0,inactive,inactive,,0
144208988,8192,0,inactive,inactive,,0
144209322,8193,0,inactive,inactive,,0
144213418,8195,0,inactive,inactive,,0
144208515,8196,0,inactive,inactive,,0
144204598,8197,0,inactive,inactive,,0
144209344,8199,0,inactive,inactive,,0
144208827,8200,0,inactive,inactive,,0
144213769,8205,0,inactive,inactive,,0
144209406,8207,0,inactive,inactive,,0
144209919,8208,0,inactive,inactive,,0
144209040,8209,0,inactive,inactive,,0
144208162,8210,0,inactive,inactive,,0
144209936,8211,0,inactive,inactive,,0
144209920,8213,0,inactive,inactive,,0
144209937,8217,0,inactive,inactive,,0
144205163,8221,0,inactive,inactive,,0
144206662,8225,0,inactive,inactive,,0
144204360,8226,0,inactive,inactive,,0
144211103,8227,0,inactive,inactive,,0
144211734,8228,0,inactive,inactive,,0
144205590,8246,0,inactive,inactive,,0
144207292,8258,0,inactive,inactive,,0
144205703,8262,0,inactive,inactive,,0
144207637,8265,0,inactive,inactive,,0
144209537,8266,0,inactive,inactive,,0
144205204,8269,0,inactive,inactive,,0
144205153,8271,0,inactive,inactive,,0
144212397,8272,0,inactive,inactive,,0
144208043,8282,0,inactive,inactive,,0
144209119,8285,0,inactive,inactive,,0
144205583,8288,0,inactive,inactive,,0
144208709,8289,0,inactive,inactive,,0
144212175,8292,0,inactive,inactive,,0
144206631,8293,0,inactive,inactive,,0
144208504,8294,0,inactive,inactive,,0
144208452,8295,0,inactive,inactive,,0
144205468,8298,0,inactive,inactive,,0
144208971,8303,0,inactive,inactive,,0
144209594,8305,0,inactive,inactive,,0
144203689,8307,0,inactive,inactive,,0
144206282,8310,0,inactive,inactive,,0
144205897,8313,0,inactive,inactive,,0
144209005,8314,0,inactive,inactive,,0
144208938,8326,0,inactive,inactive,,0
144213974,8330,0,inactive,inactive,,0
144208719,8341,0,inactive,inactive,,0
144214045,8343,0,inactive,inactive,,0
144209055,8344,0,inactive,inactive,,0
144209041,8345,0,inactive,inactive,,0
144204571,8346,0,inactive,inactive,,0
144207739,8348,0,inactive,inactive,,0
144208057,8354,0,inactive,inactive,,0
144208523,8359,0,inactive,inactive,,0
144209582,8360,0,inactive,inactive,,0
144207008,8361,0,inactive,inactive,,0
144204725,8362,0,inactive,inactive,,0
144209067,8363,0,inactive,inactive,,0
144205126,8364,0,inactive,inactive,,0
144207003,8365,0,inactive,inactive,,0
144206373,8366,0,inactive,inactive,,0
144206171,8367,0,inactive,inactive,,0
144212366,8368,0,inactive,inactive,,0
144209413,8369,0,inactive,inactive,,0
144210193,8370,0,inactive,inactive,,0
144208854,8371,0,inactive,inactive,,0
144213871,8372,0,inactive,inactive,,0
144207484,8374,0,inactive,inactive,,0
144211436,8375,0,inactive,inactive,,0
144212920,8380,0,inactive,inactive,,0
144212516,8385,0,inactive,inactive,,0
144207301,8390,0,inactive,inactive,,0
144208131,8391,0,inactive,inactive,,0
144207485,8394,0,inactive,inactive,,0
144206728,8395,0,inactive,inactive,,0
144209086,8400,0,inactive,inactive,,0
144208991,8404,0,inactive,inactive,,0
144212820,8405,0,inactive,inactive,,0
144207918,8407,0,inactive,inactive,,0
144209641,8411,0,inactive,inactive,,0
144208490,8413,0,inactive,inactive,,0
144211840,8416,0,inactive,inactive,,0
144209424,8418,0,inactive,inactive,,0
144208764,8419,0,inactive,inactive,,0
144211974,8420,0,inactive,inactive,,0
144211707,8422,0,inactive,inactive,,0
144211460,8427,0,inactive,inactive,,0
144208206,8428,0,inactive,inactive,,0
144206206,8430,0,inactive,inactive,,0
144212663,8432,0,inactive,inactive,,0
144211003,8433,0,inactive,inactive,,0
144205514,8434,0,inactive,inactive,,0
144208930,8437,0,inactive,inactive,,0
144207318,8438,0,inactive,inactive,,0
144208981,8439,0,inactive,inactive,,0
144209466,8441,0,inactive,inactive,,0
144207593,8442,0,inactive,inactive,,0
144207486,8443,0,inactive,inactive,,0
144209105,8445,0,inactive,inactive,,0
144210173,8446,0,inactive,inactive,,0
144204657,8447,0,inactive,inactive,,0
144208787,8449,0,inactive,inactive,,0
144207442,8452,0,inactive,inactive,,0
144207981,8453,0,inactive,inactive,,0
144211529,8454,0,inactive,inactive,,0
144209020,8456,0,inactive,inactive,,0
144209388,8458,0,inactive,inactive,,0
144208982,8461,0,inactive,inactive,,0
144209031,8462,0,inactive,inactive,,0
144207084,8467,0,inactive,inactive,,0
144213682,8469,0,inactive,inactive,,0
144208071,8471,0,inactive,inactive,,0
144207638,8472,0,inactive,inactive,,0
144208225,8474,0,inactive,inactive,,0
144208247,8480,0,inactive,inactive,,0
144209754,8481,0,inactive,inactive,,0
144211167,8482,0,inactive,inactive,,0
144209575,8486,0,inactive,inactive,,0
144208528,8489,0,inactive,inactive,,0
144208073,8491,0,inactive,inactive,,0
144207935,8494,0,inactive,inactive,,0
144208292,8495,0,inactive,inactive,,0
144207607,8496,0,inactive,inactive,,0
144208436,8497,0,inactive,inactive,,0
144212999,8499,0,inactive,inactive,,0
144212340,8500,0,inactive,inactive,,0
144207335,8502,0,inactive,inactive,,0
144204289,8505,0,inactive,inactive,,0
144212468,8507,0,inactive,inactive,,0
144203818,8515,0,inactive,inactive,,0
144203966,8520,0,inactive,inactive,,0
144205189,8522,0,inactive,inactive,,0
144212548,8532,0,inactive,inactive,,0
144208070,8540,0,inactive,inactive,,0
144206996,8546,0,inactive,inactive,,0
144205942,8549,0,inactive,inactive,,0
144206199,8550,0,inactive,inactive,,0
144210162,8553,0,inactive,inactive,,0
144207085,8554,0,inactive,inactive,,0
144208860,8559,0,inactive,inactive,,0
144209159,8560,0,inactive,inactive,,0
144208717,8561,0,inactive,inactive,,0
144205883,8567,0,inactive,inactive,,0
144203968,8569,0,inactive,inactive,,0
144207741,8570,0,inactive,inactive,,0
144209486,8571,0,inactive,inactive,,0
144208483,8572,0,inactive,inactive,,0
144211205,8575,0,inactive,inactive,,0
144209596,8588,0,inactive,inactive,,0
144206776,8589,0,inactive,inactive,,0
144204392,8593,0,inactive,inactive,,0
144212596,8594,0,inactive,inactive,,0
144208474,8606,0,inactive,inactive,,0
144211394,8607,0,inactive,inactive,,0
144205091,8609,0,inactive,inactive,,0
144205379,8614,0,inactive,inactive,,0
144209373,8615,0,inactive,inactive,,0
144211604,8617,0,inactive,inactive,,0
144211518,8621,0,inactive,inactive,,0
144208566,8630,0,inactive,inactive,,0
144208855,8635,0,inactive,inactive,,0
144208556,8638,0,inactive,inactive,,0
144208431,8640,0,inactive,inactive,,0
144212348,8651,0,inactive,inactive,,0
144211946,8652,0,inactive,inactive,,0
144209456,8657,0,inactive,inactive,,0
